Date,Media,Media_Education_busqueda_mensual,Media_Investments_busqueda_mensual,Media_Jobs_busqueda_mensual,Media_Mortage_busqueda_mensual,Media_Unemployement_benefits_busqueda_mensual,Media_Unemployments_busqueda_mensual,Media_Welfare_busqueda_mensual,Media_Investments_busqueda_mensual,Media_Jobs_busqueda_mensual,Media_Mortage_busqueda_mensual,Media_Unemployement_benefits_busqueda_mensual,Media_Unemployments_busqueda_mensual,Media_Welfare_busqueda_mensual
2017-01-31,34.526315789473685,34.526315789473685,31.05263157894737,70.63157894736842,5.368421052631579,7.263157894736842,45.0,0.0,31.05263157894737,70.63157894736842,5.368421052631579,7.263157894736842,45.0,0.0
2017-02-28,34.0,34.0,33.23684210526316,68.52631578947368,10.052631578947368,11.263157894736842,34.1578947368421,0.0,33.23684210526316,68.52631578947368,10.052631578947368,11.263157894736842,34.1578947368421,0.0
2017-03-31,36.21052631578947,36.21052631578947,34.13157894736842,66.42105263157895,15.36842105263158,8.631578947368421,45.63157894736842,4.333333333333333,34.13157894736842,66.42105263157895,15.36842105263158,8.631578947368421,45.63157894736842,4.333333333333333
2017-04-30,30.894736842105264,30.894736842105264,31.5,60.1578947368421,9.0,6.052631578947368,39.47368421052632,0.0,31.5,60.1578947368421,9.0,6.052631578947368,39.47368421052632,0.0
2017-05-31,33.26315789473684,33.26315789473684,31.86842105263158,61.578947368421055,5.157894736842105,3.1052631578947367,41.578947368421055,0.0,31.86842105263158,61.578947368421055,5.157894736842105,3.1052631578947367,41.578947368421055,0.0
2017-06-30,28.73684210526316,28.73684210526316,32.05263157894737,60.31578947368421,14.0,6.894736842105263,33.31578947368421,0.0,32.05263157894737,60.31578947368421,14.0,6.894736842105263,33.31578947368421,0.0
2017-07-31,24.105263157894736,24.105263157894736,27.86842105263158,62.42105263157895,4.684210526315789,0.7368421052631579,26.84210526315789,0.0,27.86842105263158,62.42105263157895,4.684210526315789,0.7368421052631579,26.84210526315789,0.0
2017-08-31,26.0,26.0,32.13157894736842,64.15789473684211,9.947368421052632,5.315789473684211,24.31578947368421,0.0,32.13157894736842,64.15789473684211,9.947368421052632,5.315789473684211,24.31578947368421,0.0
2017-09-30,34.94736842105263,34.94736842105263,35.6578947368421,68.15789473684211,13.36842105263158,8.842105263157896,30.31578947368421,0.0,35.6578947368421,68.15789473684211,13.36842105263158,8.842105263157896,30.31578947368421,0.0
2017-10-31,35.473684210526315,35.473684210526315,35.26315789473684,65.21052631578948,15.736842105263158,0.0,40.10526315789474,0.0,35.26315789473684,65.21052631578948,15.736842105263158,0.0,40.10526315789474,0.0
2017-11-30,33.36842105263158,33.36842105263158,36.8421052631579,60.578947368421055,9.789473684210526,0.0,40.1578947368421,0.0,36.8421052631579,60.578947368421055,9.789473684210526,0.0,40.1578947368421,0.0
2017-12-31,27.26315789473684,27.26315789473684,31.86842105263158,49.578947368421055,7.7894736842105265,5.631578947368421,30.36842105263158,0.0,31.86842105263158,49.578947368421055,7.7894736842105265,5.631578947368421,30.36842105263158,0.0
2018-01-31,33.05263157894737,33.05263157894737,33.68421052631579,66.73684210526316,5.526315789473684,0.0,36.42105263157895,0.0,33.68421052631579,66.73684210526316,5.526315789473684,0.0,36.42105263157895,0.0
2018-02-28,32.31578947368421,32.31578947368421,36.13157894736842,63.578947368421055,7.842105263157895,15.157894736842104,29.63157894736842,6.4,36.13157894736842,63.578947368421055,7.842105263157895,15.157894736842104,29.63157894736842,6.4
2018-03-31,32.21052631578947,32.21052631578947,35.81578947368421,63.0,13.526315789473683,5.2631578947368425,36.05263157894737,0.0,35.81578947368421,63.0,13.526315789473683,5.2631578947368425,36.05263157894737,0.0
2018-04-30,30.63157894736842,30.63157894736842,34.55263157894737,59.73684210526316,7.157894736842105,9.105263157894736,36.526315789473685,0.0,34.55263157894737,59.73684210526316,7.157894736842105,9.105263157894736,36.526315789473685,0.0
2018-05-31,30.473684210526315,30.473684210526315,33.71052631578947,57.89473684210526,6.0,4.842105263157895,36.89473684210526,0.0,33.71052631578947,57.89473684210526,6.0,4.842105263157895,36.89473684210526,0.0
2018-06-30,28.26315789473684,28.26315789473684,33.578947368421055,59.42105263157895,9.68421052631579,9.157894736842104,35.63157894736842,0.0,33.578947368421055,59.42105263157895,9.68421052631579,9.157894736842104,35.63157894736842,0.0
